target_id	length	eff_length	est_counts	tpm
PF3D7_1026200.1	2015	2016	318.843	7.64248
PF3D7_1026300.1	4003	4004	1203.56	14.5251
PF3D7_1026400.1	2183	2184	360.286	7.97155
PF3D7_1026500.1	574	575	220	18.4886
PF3D7_1026600.1	5770	5771	64919	543.587
PF3D7_1026800.1	2746	2747	3601.14	63.3475
PF3D7_1026900.1	885	886	27	1.47258
PF3D7_1027000.1	6130	6131	956.172	7.53621
PF3D7_1027100.1	3309	3310	1329.16	19.4043
PF3D7_1027200.1	3134	3135	452.461	6.97416
PF3D7_1027300.1	3513	3514	443114	6093.43
PF3D7_1027400.1	1646	1647	12093.6	354.823
PF3D7_1027500.1	219	220	118	25.9184
PF3D7_1027600.1	1382	1383	921.002	32.18
PF3D7_1027700.1	1050	1051	616.045	28.3242
PF3D7_1027700.2	540	541	0	0
PF3D7_1027800.1	2408	2409	41695.8	836.379
PF3D7_1027900.1	858	859	278	15.6387
PF3D7_1028000.1	2548	2549	2146.8	40.6978
PF3D7_1028100.1	1830	1831	1234	32.5668
PF3D7_1028200.1	1859	1860	2076.85	53.9562
PF3D7_1028300.1	1593	1594	734.638	22.2707
PF3D7_1028400.1	2138	2139	2017.32	45.5735
PF3D7_1028500.1	3034	3035	47412.7	754.891
PF3D7_1028600.1	987	988	9761.3	477.418
PF3D7_1028700.1	3913	3914	58018.5	716.298
PF3D7_1028800.1	1159	1160	25995.7	1082.91
PF3D7_1028900.1	1794	1795	1543.26	41.5454
PF3D7_1029000.1	2076	2077	1474.5	34.3049
PF3D7_1029100.1	4709	4710	603.598	6.19263
PF3D7_1029100.2	4185	4186	226.654	2.61646
PF3D7_1029200.1	2642	2643	1862.76	34.0571
PF3D7_1029300.1	2890	2891	1570.73	26.2544
PF3D7_1029400.1	2501	2502	73806.6	1425.46
PF3D7_1029500.1	417	418	430	49.7096
PF3D7_1029600.1	3098	3099	1875.93	29.2513
PF3D7_1029700.1	2331	2332	197	4.08212
PF3D7_1029800.1	2205	2206	2505.02	54.8723
PF3D7_1029900.1	5832	5833	14566.8	120.676
PF3D7_1030000.1	991	992	379.835	18.5025
PF3D7_1030100.1	5226	5227	2829.65	26.1595
PF3D7_1030200.1	3034	3035	1821.89	29.0076
PF3D7_1030300.1	5137	5138	22460.1	211.235
PF3D7_1030400.1	837	838	2115.55	121.991
PF3D7_1030500.1	2269	2270	1153.93	24.5641
PF3D7_1030600.1	2391	2392	1515.66	30.6189
PF3D7_1030700.1	1348	1349	2015.96	72.2135
PF3D7_1030800.1	1446	1447	5962.63	199.121
PF3D7_1030900.1	657	658	61	4.47973
PF3D7_1031000.1	1040	1041	4932	228.939
PF3D7_1031100.1	1361	1362	1355.56	48.094
PF3D7_1031200.1	2344	2345	2236.9	46.0948
PF3D7_1031300.1	4795	4796	5267.78	53.0759
PF3D7_1031400.1	4729	4730	2521.22	25.7571
PF3D7_1031400.2	2838	2839	2320.86	39.5031
PF3D7_1031500.1	3767	3768	1553.24	19.9194
PF3D7_1031600.1	5607	5608	3720.68	32.0599
PF3D7_1031700.1	1346	1347	4501.59	161.491
PF3D7_1031800.1	1844	1845	22632.5	592.767
PF3D7_1031900.1	1803	1804	1499	40.1526
PF3D7_1032000.1	3069	3070	25626.1	403.36
PF3D7_1032100.1	6013	6014	2944.37	23.658
PF3D7_1032200.1	390	391	42	5.19064
PF3D7_1032300.1	2976	2977	3577.8	58.0745
PF3D7_1032400.1	2116	2117	15170.3	346.275
PF3D7_1032500.1	2068	2069	783.158	18.291
PF3D7_1032600.1	1834	1835	248.854	6.55325
PF3D7_1032700.1	2965	2966	2390	38.9381
PF3D7_1032800.1	1385	1386	4008.39	139.751
PF3D7_1032900.1	6004	6005	1142.32	9.19229
PF3D7_1033000.1	2384	2385	1673.42	33.9051
PF3D7_1033100.1	8143	8144	73020.7	433.268
PF3D7_1033200.1	2555	2556	31122.4	588.383
PF3D7_1033300.1	1311	1312	2568.29	94.5931
PF3D7_1033400.1	1584	1585	1691.15	51.5587
PF3D7_1033500.1	2380	2381	9415.04	191.078
PF3D7_1033600.1	3429	3430	2282.17	32.1515
PF3D7_1033700.1	2626	2627	28820.3	530.135
PF3D7_1033800.1	1353	1354	58	2.06994
PF3D7_1033900.1	2150	2151	40967.1	920.329
PF3D7_1034000.1	2053	2054	493	11.5983
PF3D7_1034100.1	423	424	90	10.2571
PF3D7_1034200.1	645	646	1592	119.085
PF3D7_1034300.1	1593	1594	1051	31.8612
PF3D7_1034400.1	2883	2884	732.867	12.2794
PF3D7_1034500.1	6127	6128	3579.72	28.2279
PF3D7_1034600.1	1527	1528	2667.61	84.362
PF3D7_1034700.1	1620	1621	195.015	5.81346
PF3D7_1034800.1	1500	1501	2153	69.3125
PF3D7_1034900.1	3391	3392	5878.7	83.7478
PF3D7_1035000.1	3740	3741	1406.08	18.1623
PF3D7_1035100.1	2016	2017	30548.9	731.876
PF3D7_1035200.1	3468	3469	870848	12130.7
PF3D7_1035300.1	4941	4942	16775	164.025
PF3D7_1035400.1	2428	2429	294187	5852.53
PF3D7_1035500.1	2396	2397	6698.39	135.036
PF3D7_1035600.1	1712	1713	1371.04	38.6758
PF3D7_1035700.1	3723	3724	7200.56	93.434
PF3D7_1035800.1	3588	3589	1921.57	25.8721
PF3D7_1035900.1	2294	2295	98108.9	2065.73
PF3D7_1036000.1	2490	2491	29446	571.217
PF3D7_1036300.1	2289	2290	3744	79.0039
PF3D7_1036400.1	3489	3490	773	10.7029
PF3D7_1036500.1	3190	3191	36581.5	553.966
PF3D7_1036600.1	1483	1484	5209.02	169.618
PF3D7_1036700.1	1427	1428	15254.6	516.203
PF3D7_1036800.1	2672	2673	18730	338.6
PF3D7_1036900.1	8079	8080	14916.3	89.2071
PF3D7_1037000.1	7417	7418	8172.1	53.2348
PF3D7_1037100.1	2984	2985	513.03	8.30513
PF3D7_1037200.1	2127	2128	110	2.49787
PF3D7_1037300.1	3787	3788	8223.89	104.91
PF3D7_1037400.1	4759	4760	1522.36	15.4547
PF3D7_1037500.1	2565	2566	1120.33	21.0978
PF3D7_1037600.1	3328	3329	1178.51	17.1067
PF3D7_1037700.1	1302	1303	5548	205.75
PF3D7_1037800.1	2835	2836	597	10.1722
PF3D7_1037900.1	1622	1623	6191.22	184.334
PF3D7_1038000.1	1877	1878	32651.8	840.155
PF3D7_1038000.2	363	364	16299	2163.75
PF3D7_1038100.1	3679	3680	4522.28	59.3824
PF3D7_1038200.1	605	606	728	58.0506
PF3D7_1038300.1	1101	1102	568	24.9066
PF3D7_1038400.1	29988	29989	1485.16	2.39309
PF3D7_1038500.1	1975	1976	7127.86	174.309
PF3D7_1038600.1	2481	2482	1073	20.8904
PF3D7_1038700.1	1823	1824	627.792	16.6318
PF3D7_1038800.1	4601	4602	826.272	8.6761
PF3D7_1038900.1	2693	2694	94.0747	1.68742
PF3D7_1039000.1	4547	4548	3153.03	33.5008
PF3D7_1039100.1	1701	1702	125.714	3.56922
PF3D7_1039200.1	453	454	100	10.6437
PF3D7_1039400.1	1347	1348	0	0
PF3D7_1039600.1	828	829	32.5192	1.89554
PF3D7_1039700.1	696	697	166.886	11.57
PF3D7_1039800.1	693	694	0	0
PF3D7_1039900.1	927	928	511.069	26.6122
PF3D7_1040000.1	1080	1081	4.59531e-07	2.05417e-08
PF3D7_1040100.1	930	931	0	0
PF3D7_1040200.1	1247	1248	178	6.89213
PF3D7_1040300.1	1137	1138	0	0
PF3D7_1040400.1	1047	1048	1	0.0461091
PF3D7_1040500.1	1053	1054	34.9823	1.60382
PF3D7_1040600.1	981	982	21.3046	1.04836
PF3D7_1040700.1	1119	1120	4.36563	0.188355
PF3D7_1040800.1	888	889	0	0
PF3D7_1040900.1	936	937	4.96202	0.255898
PF3D7_1041000.1	1113	1114	3	0.130132
PF3D7_1041100.1	1005	1006	2	0.0960683
PF3D7_1041200.1	1116	1117	47.9841	2.07583
PF3D7_1041300.1	6585	6586	134.712	0.988398
PF3D7_1100100.1	6549	6550	203.379	1.50042
PF3D7_1100200.1	8985	8986	45.2103	0.243119
PF3D7_1100300.1	1023	1024	3.7772	0.178245
PF3D7_1100400.1	972	973	25.4876	1.2658
PF3D7_1100500.1	984	985	28.5717	1.40168
PF3D7_1100600.1	846	847	0	0
PF3D7_1100700.1	864	865	2	0.111728
PF3D7_1100800.1	1019	1020	509.338	24.1298
PF3D7_1100900.1	840	841	1.01882	0.0585394
PF3D7_1101000.1	402	403	0	0
PF3D7_1101100.1	1050	1051	17.0336	0.78316
PF3D7_1101200.1	1071	1072	0	0
PF3D7_1101300.1	993	994	67.793	3.29569
PF3D7_1101400.1	1083	1084	1.73694	0.0774288
PF3D7_1101500.1	927	928	2.18051	0.113543
PF3D7_1101600.1	693	694	3.67327	0.255765
PF3D7_1101700.1	696	697	204.816	14.1997
PF3D7_1101800.1	849	850	3.12298	0.177541
PF3D7_1101900.1	429	430	0	0
PF3D7_1102100.1	453	454	100	10.6437
PF3D7_1102200.1	1701	1702	28.2857	0.803075
PF3D7_1102300.1	1901	1902	394	10.01
PF3D7_1102400.1	3786	3787	14721.2	187.843
PF3D7_1102500.1	3418	3419	3664.1	51.7865
PF3D7_1102600.1	1431	1432	2151.4	72.5983
PF3D7_1102700.1	2425	2426	8355.83	166.436
PF3D7_1102800.1	3560	3561	570761	7745.16
PF3D7_1102900.1	914	915	63.0128	3.32779
PF3D7_1103000.1	276	277	69	12.037
PF3D7_1103100.1	1155	1156	46594.1	1947.7
PF3D7_1103200.1	73	74	42	27.4262
PF3D7_1103300.1	99	100	21	10.1477
PF3D7_1103400.1	5202	5203	1816.53	16.8709
PF3D7_1103500.1	1752	1753	1024	28.2271
PF3D7_1103600.1	2359	2360	248.14	5.08082
PF3D7_1103700.1	1976	1977	374.866	9.16259
PF3D7_1103800.1	12129	12130	22079.1	87.9565
PF3D7_1103900.1	455	456	5.01555	0.531498
PF3D7_1104000.1	2874	2875	22337.8	375.448
PF3D7_1104100.1	1897	1898	8051.51	204.989
PF3D7_1104200.1	5126	5127	6651	62.6862
PF3D7_1104300.1	4497	4498	16742.2	179.862
PF3D7_1104400.1	2319	2320	5563.98	115.89
PF3D7_1104500.1	1935	1936	244	6.09022
PF3D7_1104600.1	1932	1933	263.135	6.57801
PF3D7_1104700.1	1016	1017	806.297	38.3109
PF3D7_1104700.2	555	556	6.33602	0.550668
PF3D7_1104800.1	2423	2424	979.051	19.5174
PF3D7_1104900.1	7517	7518	8667.43	55.7104
PF3D7_1105000.1	3953	3954	388937	4753.25
PF3D7_1105100.1	1717	1718	2.86018e+06	80448.5
PF3D7_1105200.1	1392	1393	1191	41.3151
PF3D7_1105300.1	3214	3215	1166.75	17.5365
PF3D7_1105400.1	2876	2877	7574.67	127.225
PF3D7_1105500.1	1507	1508	7184.05	230.206
PF3D7_1105600.1	4702	4703	2070.92	21.2783
PF3D7_1105700.1	2559	2560	734.493	13.8642
PF3D7_1105800.1	1723	1724	9035	253.244
PF3D7_1105900.1	399	400	114	13.7719
PF3D7_1106000.1	2725	2726	788.252	13.9729
PF3D7_1106100.1	1098	1099	12105	532.25
PF3D7_1106200.1	2435	2436	703.547	13.9561
PF3D7_1106300.1	3164	3165	4516.85	68.962
PF3D7_1106400.1	1030	1031	619.099	29.0168
PF3D7_1106500.1	6279	6280	5597.44	43.0703
PF3D7_1106600.1	4833	4834	1035.45	10.3507
PF3D7_1106700.1	3227	3228	2208.86	33.066
PF3D7_1106800.1	5309	5310	1501.94	13.6681
PF3D7_1106900.1	511	512	83	7.83351
PF3D7_1107000.1	1345	1346	615	22.0789
PF3D7_1107100.1	2761	2762	16214	283.671
PF3D7_1107200.1	3079	3080	2013.34	31.5874
PF3D7_1107300.1	14888	14889	22578	73.277
PF3D7_1107400.1	1938	1939	124.063	3.09181
PF3D7_1107500.1	1339	1340	2034.04	73.3505
PF3D7_1107600.1	3438	3439	150.012	2.10786
PF3D7_1107700.1	2574	2575	2633.33	49.417
PF3D7_1107800.1	7686	7687	7463.29	46.9161
PF3D7_1107900.1	5439	5440	1060.29	9.41837
PF3D7_1108000.1	2478	2479	5121.28	99.8274
PF3D7_1108100.1	4743	4744	3083.53	31.4088
PF3D7_1108200.1	1358	1359	622.55	22.1362
PF3D7_1108300.1	1446	1447	2804.71	93.6629
PF3D7_1108400.1	2517	2518	4418.13	84.7873
PF3D7_1108500.1	2108	2109	11978.8	274.465
PF3D7_1108600.1	2640	2641	264410	4837.92
PF3D7_1108700.1	4767	4768	9804.81	99.369
PF3D7_1108800.1	468	469	25	2.57582
PF3D7_1108900.1	2057	2058	233.183	5.4752
PF3D7_1109000.1	106	107	51	23.0322
PF3D7_1109100.1	4543	4544	187.049	1.98914
PF3D7_1109200.1	1158	1159	83	3.46053
PF3D7_1109300.1	68	69	0	0
PF3D7_1109400.1	2412	2413	2488.22	49.8288
PF3D7_1109500.1	85	86	3	1.68566
PF3D7_1109600.1	83	84	0	0
PF3D7_1109700.1	203	204	1700	402.686
PF3D7_1109800.1	85	86	4	2.24755
PF3D7_1109900.1	1822	1823	15718	416.639
PF3D7_1110000.1	730	731	4505	297.801
PF3D7_1110100.1	3255	3256	6791.43	100.792
PF3D7_1110200.1	4754	4755	4585.74	46.6022
PF3D7_1110300.1	2353	2354	8811.99	180.891
PF3D7_1110400.1	8185	8186	21061.1	124.325
PF3D7_1110500.1	4271	4272	1874.16	21.1994
PF3D7_1110600.1	1521	1522	11635.8	369.427
PF3D7_1110700.1	1917	1918	928.582	23.3948
PF3D7_1110800.1	1218	1219	263.418	10.4422
PF3D7_1110900.1	2476	2477	496.498	9.6859
PF3D7_1111000.1	2450	2451	712.932	14.0557
PF3D7_1111100.1	2332	2333	5616.09	116.324
PF3D7_1111200.1	2409	2410	5723.09	114.752
PF3D7_1111300.1	2274	2275	669.619	14.2231
PF3D7_1111400.1	1026	1027	241	11.3395
PF3D7_1111500.1	989	990	757.413	36.9697
PF3D7_1111600.1	2235	2236	342	7.39099
PF3D7_1111700.1	3082	3083	938.476	14.7095
PF3D7_1111800.1	1460	1461	2146.67	71.0008
PF3D7_1111900.1	1532	1533	411.414	12.9684
PF3D7_1112000.1	1489	1490	2893.88	93.8519
PF3D7_1112100.1	8209	8210	33213.2	195.486
PF3D7_1112200.1	1068	1069	9215	416.549
PF3D7_1112300.1	2876	2877	8217.46	138.021
PF3D7_1112400.1	1176	1177	3808	156.34
PF3D7_1112500.1	1649	1650	4283.41	125.445
PF3D7_1112600.1	2764	2765	1533.41	26.7986
PF3D7_1112700.1	3501	3502	1449	19.994
PF3D7_1112800.1	1338	1339	427.224	15.4178
PF3D7_1112900.1	1184	1185	1655	67.4882
PF3D7_1113000.1	18441	18442	9967.38	26.1169
PF3D7_1113100.1	5621	5622	73879.8	635.014
PF3D7_1113200.1	1733	1734	1797.45	50.0905
PF3D7_1113300.1	2003	2004	7502.07	180.897
PF3D7_1113400.1	1408	1409	2003.34	68.7057
PF3D7_1113500.1	3360	3361	374.226	5.38039
PF3D7_1113600.1	2209	2210	1141.69	24.9635
PF3D7_1113700.1	1585	1586	277.02	8.44025
PF3D7_1113800.1	3119	3120	2749.14	42.5785
PF3D7_1113900.1	1527	1528	479	15.1482
PF3D7_1114000.1	528	529	3	0.27404
PF3D7_1114100.1	1586	1587	15695.8	477.92
PF3D7_1114100.2	831	832	1380.34	80.1697
PF3D7_1114200.1	2656	2657	1600.6	29.1098
PF3D7_1114300.1	348	349	29	4.01533
PF3D7_1114400.1	1914	1915	1509	38.0775
PF3D7_1114500.1	2095	2096	6833.53	157.544
PF3D7_1114600.1	1008	1009	899	43.0543
PF3D7_1114700.1	3579	3580	3901.8	52.666
PF3D7_1114800.1	1586	1587	938.202	28.5672
PF3D7_1114900.1	7846	7847	6054.02	37.2811
PF3D7_1115000.1	1121	1122	4098.48	176.514
PF3D7_1115100.1	1120	1121	170.562	7.35233
PF3D7_1115200.1	4811	4812	10174	102.168
PF3D7_1115300.1	2813	2814	704.092	12.0908
PF3D7_1115400.1	2433	2434	36058.6	715.874
PF3D7_1115500.1	2229	2230	3222.12	69.8208
PF3D7_1115600.1	1467	1468	63308	2083.92
PF3D7_1115700.1	3670	3671	2627.27	34.5835
PF3D7_1115800.1	3426	3427	3624.98	51.114
PF3D7_1115900.1	2936	2937	14547.2	239.345
PF3D7_1116000.1	4702	4703	10408.1	106.942
PF3D7_1116100.1	7327	7328	13331.9	87.9132
PF3D7_1116200.1	679	680	674.034	47.8984
PF3D7_1116200.2	546	547	1040.97	91.9597
PF3D7_1116300.1	1660	1661	1302.65	37.897
PF3D7_1116400.1	3101	3102	38127.7	593.946
PF3D7_1116500.1	3529	3530	3009.28	41.1942
PF3D7_1116600.1	3718	3719	4749.73	61.715
PF3D7_1116700.1	3648	3649	11299.4	149.634
PF3D7_1116800.1	4872	4873	11857.7	117.585
PF3D7_1116900.1	639	640	4842	365.589
PF3D7_1117000.1	3852	3853	176	2.2073
PF3D7_1117100.1	2026	2027	39068	931.356
PF3D7_1117200.1	5466	5467	1869.08	16.5206
PF3D7_1117300.1	685	686	13601	958.065
PF3D7_1117400.1	2244	2245	4443.51	95.644
PF3D7_1117500.1	1951	1952	9127	225.942
PF3D7_1117600.1	1359	1360	10907.8	387.565
PF3D7_1117600.2	393	394	480.244	58.8998
PF3D7_1117700.1	2180	2181	30812.3	682.679
PF3D7_1117800.1	3814	3815	7105.67	90.0034
PF3D7_1117900.1	5719	5720	4880.3	41.2286
PF3D7_1118000.1	1618	1619	670.118	20.001
PF3D7_1118100.1	2180	2181	323.518	7.1679
PF3D7_1118200.1	3979	3980	1811.02	21.9882
PF3D7_1118300.1	6244	6245	3933.8	30.4389
PF3D7_1118400.1	2556	2557	2388.06	45.1298
PF3D7_1118500.1	3124	3125	973.937	15.0602
PF3D7_1118600.1	2599	2600	1437.95	26.7251
PF3D7_1118700.1	3313	3314	2753	40.1423
PF3D7_1118800.1	1464	1465	1013	33.4134
PF3D7_1118900.1	812	813	99.1466	5.89299
PF3D7_1119000.1	2437	2438	1730.09	34.2912
PF3D7_1119100.1	1493	1494	848.082	27.4306
PF3D7_1119200.1	1386	1387	2854.38	99.4451
PF3D7_1119300.1	1865	1866	27248.6	705.636
PF3D7_1119400.1	8233	8234	2018.77	11.8474
PF3D7_1119500.1	1364	1365	24413	864.245
PF3D7_1119600.1	4161	4162	1245.23	14.4576
PF3D7_1119700.1	2810	2811	1795.23	30.8609
PF3D7_1119800.1	1343	1344	793.769	28.5393
PF3D7_1119900.1	6941	6942	1724.71	12.0055
PF3D7_1120000.1	3623	3624	5963.69	79.5198
PF3D7_1120100.1	2583	2584	9051.74	169.273
PF3D7_1120200.1	1351	1352	799.832	28.5871
PF3D7_1120300.1	2684	2685	2023.53	36.4179
PF3D7_1120400.1	2917	2918	513.732	8.50746
PF3D7_1120500.1	3710	3711	4368.28	56.8811
PF3D7_1120600.1	7908	7909	5608.69	34.268
PF3D7_1120700.1	5206	5207	2230.68	20.7013
PF3D7_1120800.1	703	704	84	5.76574
PF3D7_1120900.1	816	817	424	25.078
PF3D7_1121000.1	1097	1098	23628.2	1039.86
PF3D7_1121100.1	6352	6353	7605.57	57.8497
PF3D7_1121200.1	704	705	957	65.5951
PF3D7_1121300.1	6281	6282	11600.5	89.2331
PF3D7_1121400.1	1749	1750	6839	188.844
PF3D7_1121500.1	1548	1549	3166	98.7661
PF3D7_1121600.1	3065	3066	188673	2973.62
PF3D7_1121700.1	4678	4679	22457.7	231.932
PF3D7_1121800.1	6075	6076	177	1.40768
PF3D7_1121900.1	2050	2051	4816	113.467
PF3D7_1122000.1	1936	1937	477	11.8997
PF3D7_1122100.1	2040	2041	5581	132.135
PF3D7_1122200.1	2027	2028	5314	126.62
PF3D7_1122300.1	1086	1087	775	34.4525
PF3D7_1122400.1	3549	3550	2875.33	39.1388
PF3D7_1122500.1	6387	6388	1748.01	13.2229
PF3D7_1122600.1	6182	6183	1371.51	10.7189
PF3D7_1122700.1	1515	1516	642.106	20.4671
PF3D7_1122800.1	5864	5865	2561	21.1004
PF3D7_1122900.1	15756	15757	427.108	1.30982
PF3D7_1123000.1	10984	10985	16069.9	70.6905
PF3D7_1123100.1	7588	7589	15849.8	100.922
PF3D7_1123200.1	3373	3374	2600.95	37.2508
PF3D7_1123300.1	3143	3144	5731.57	88.0926
PF3D7_1123400.1	3048	3049	34400.7	545.203
PF3D7_1123500.1	5049	5050	4211.31	40.2972
PF3D7_1123600.1	3883	3884	899.687	11.1934
PF3D7_1123700.1	1045	1046	592.563	27.3748
PF3D7_1123800.1	4600	4601	5801.07	60.9262
PF3D7_1123900.1	1434	1435	506.292	17.0489
PF3D7_1124000.1	2912	2913	5387.82	89.3759
PF3D7_1124100.1	6173	6174	21358.8	167.17
PF3D7_1124200.1	2594	2595	773.356	14.4009
PF3D7_1124300.1	3184	3185	2022.82	30.69
PF3D7_1124400.1	929	930	1920.55	99.7907
PF3D7_1124500.1	2749	2750	917.36	16.1196
PF3D7_1124600.1	4164	4165	101993	1183.33
PF3D7_1124700.1	2005	2006	5814.37	140.062
PF3D7_1124800.1	1452	1453	47820.1	1590.35
PF3D7_1124900.1	2208	2209	10794.6	236.133
PF3D7_1125000.1	1641	1642	6266.6	184.419
PF3D7_1125100.1	2107	2108	792.92	18.1764
PF3D7_1125200.1	2541	2542	3108.4	59.0895
PF3D7_1125300.1	4816	4817	21238	213.052
PF3D7_1125400.1	3193	3194	1739.66	26.3196
PF3D7_1125500.1	1434	1435	2997.87	100.951
PF3D7_1125600.1	1696	1697	2351.69	66.9649
PF3D7_1125700.1	3097	3098	4900.21	76.4331
PF3D7_1125800.1	3179	3180	23445.2	356.266
PF3D7_1125900.1	1860	1861	11711.1	304.088
PF3D7_1126000.1	4011	4012	3554.73	42.8148
PF3D7_1126100.1	4399	4400	849.132	9.32548
PF3D7_1126200.1	1984	1985	18204.3	443.161
PF3D7_1126300.1	2078	2079	33038	767.905
PF3D7_1126400.1	1034	1035	14230.8	664.412
PF3D7_1126500.1	5220	5221	3871.35	35.8308
PF3D7_1126600.1	2795	2796	878.512	15.183
PF3D7_1126700.1	5208	5209	76929.7	713.655
PF3D7_1126800.1	3751	3752	1340.82	17.2686
PF3D7_1126900.1	989	990	2469.58	120.541
PF3D7_1127000.1	2084	2085	1091.19	25.2896
PF3D7_1127100.1	1443	1444	24723.9	827.366
PF3D7_1127200.1	207	208	6	1.39391
PF3D7_1127300.1	1806	1807	1308.26	34.9853
PF3D7_1127400.1	1756	1757	788.537	21.6869
PF3D7_1127500.1	2225	2226	2121.85	46.0615
PF3D7_1127600.1	1324	1325	4235.63	154.472
PF3D7_1127700.1	1344	1345	169	6.07173
PF3D7_1127800.1	5137	5138	5542.1	52.1229
PF3D7_1127900.1	2216	2217	3911.87	85.2641
PF3D7_1128000.1	6202	6203	2969.35	23.1317
PF3D7_1128000.2	5331	5332	3346.89	30.3319
PF3D7_1128100.1	1854	1855	1894.34	49.3472
PF3D7_1128200.1	1026	1027	467.378	21.9911
PF3D7_1128300.1	5216	5217	666.396	6.17248
PF3D7_1128400.1	1537	1538	1795.13	56.4011
PF3D7_1128500.1	2381	2382	2937.67	59.595
PF3D7_1128600.1	2429	2430	135.065	2.68587
PF3D7_1128700.1	3062	3063	4122.75	65.0412
PF3D7_1128900.1	3077	3078	15219.2	238.931
PF3D7_1129000.1	2293	2294	21310	448.888
PF3D7_1129100.1	3367	3368	9890.09	141.898
PF3D7_1129200.1	2126	2127	25019.5	568.406
PF3D7_1129300.1	5789	5790	21476.1	179.236
PF3D7_1129400.1	3550	3551	7301.34	99.3574
PF3D7_1129500.1	2589	2590	21410.6	399.463
PF3D7_1129600.1	4238	4239	2149	24.4975
PF3D7_1129700.1	2660	2661	27986.7	508.224
PF3D7_1129800.1	2902	2903	1100.53	18.319
PF3D7_1129850.1	687	688	0	0
PF3D7_1129900.1	2728	2729	854.651	15.1333
PF3D7_1130000.1	4001	4002	5182	62.5703
PF3D7_1130100.1	1309	1310	5170.68	190.732
PF3D7_1130200.1	2570	2571	61935.4	1164.09
PF3D7_1130300.1	100	101	23	11.0041
PF3D7_1130310.1	103	104	0	0
PF3D7_1130400.1	2829	2830	3766.61	64.315
PF3D7_1130500.1	3914	3915	3486.1	43.0285
PF3D7_1130600.1	3401	3402	610.759	8.67529
PF3D7_1130700.1	6233	6234	3632.17	28.1545
PF3D7_1130800.1	1524	1525	60	1.90121
PF3D7_1130900.1	4123	4124	2695.07	31.5791
PF3D7_1131000.1	1350	1351	719.076	25.7198
PF3D7_1131100.1	2951	2952	85269	1395.8
PF3D7_1131200.1	1690	1691	3918.41	111.973
PF3D7_1131300.1	2439	2440	467.533	9.25914
PF3D7_1131400.1	5725	5726	7227.68	60.9953
PF3D7_1131500.1	771	772	86	5.38306
PF3D7_1131600.1	8292	8293	747.042	4.35293
PF3D7_1131700.1	411	412	598	70.1378
PF3D7_1131800.1	6541	6542	2888.01	21.3323
PF3D7_1131900.1	2331	2332	1970.88	40.8394
PF3D7_1132000.1	3093	3094	9467.04	147.857
PF3D7_1132100.1	3393	3394	140	1.99326
PF3D7_1132200.1	2510	2511	32214.7	619.948
PF3D7_1132300.1	1937	1938	1158.09	28.8759
PF3D7_1132400.1	5765	5766	17897.2	149.989
PF3D7_1132500.1	4320	4321	199.207	2.22776
PF3D7_1132600.1	1922	1923	6328.77	159.033
PF3D7_1132700.1	1607	1608	1093.77	32.8691
PF3D7_1132800.1	2162	2163	3696	82.5703
PF3D7_1132900.1	2277	2278	18395.8	390.224
PF3D7_1133000.1	1008	1009	9842	471.347
PF3D7_1133100.1	4344	4345	2282.89	25.3889
PF3D7_1133200.1	7140	7141	14390.4	97.378
PF3D7_1133300.1	2304	2305	6951	145.722
PF3D7_1133400.1	3731	3732	12156.1	157.399
PF3D7_1133500.1	1179	1180	1624	66.5047
PF3D7_1133600.1	2311	2312	13161.4	275.081
PF3D7_1133700.1	5669	5670	9410.56	80.2011
PF3D7_1133800.1	3513	3514	8222.03	113.064
PF3D7_1133900.1	4722	4723	10466.8	107.089
PF3D7_1134000.1	3609	3610	7328.32	98.0947
PF3D7_1134100.1	3211	3212	34035.1	512.036
PF3D7_1134200.1	6581	6582	3542.55	26.008
PF3D7_1134300.1	7196	7197	4800.39	32.2309
PF3D7_1134400.1	1256	1257	3541.05	136.127
PF3D7_1134500.1	6213	6214	8017.56	62.3475
PF3D7_1134600.1	8014	8015	10760.9	64.8771
PF3D7_1134700.1	5428	5429	2156.34	19.1932
PF3D7_1134800.1	1721	1722	1029.83	28.8988
PF3D7_1134900.1	2049	2050	399	9.40518
PF3D7_1135000.1	1586	1587	2467	75.1174
PF3D7_1135100.1	3418	3419	1517.36	21.4456
PF3D7_1135200.1	1494	1495	337.006	10.8929
PF3D7_1135300.1	2028	2029	95.0504	2.26371
PF3D7_1135400.1	1585	1586	2807	85.5239
PF3D7_1135500.1	1080	1081	3618	161.73
PF3D7_1135600.1	7066	7067	4036.99	27.6039
PF3D7_1135700.1	790	791	111.836	6.83211
PF3D7_1135800.1	1144	1145	3420.16	144.341
PF3D7_1135900.1	1633	1634	9903.7	292.883
PF3D7_1136000.1	10822	10823	13227.8	59.0595
PF3D7_1136100.1	1809	1810	1057	28.2192
PF3D7_1136200.1	2588	2589	6074	113.368
PF3D7_1136300.1	4886	4887	4321.31	42.7289
PF3D7_1136400.1	4802	4803	7003.37	70.46
PF3D7_1136500.1	972	973	93.2028	4.62875
PF3D7_1136500.2	975	976	6564.8	325.027
PF3D7_1136600.1	5043	5044	3223.15	30.8783
PF3D7_1136700.1	2737	2738	9542	168.405
PF3D7_1136700.2	1206	1207	2203.66	88.2239
PF3D7_1136800.1	4076	4077	2616.1	31.0072
PF3D7_1136900.1	5532	5533	14670.3	128.123
